"id","conversation_id","full_text","url","hashtags/0","hashtags/1","hashtags/2","hashtags/3","hashtags/4","hashtags/5","hashtags/6","hashtags/7","hashtags/8","hashtags/9","hashtags/10","hashtags/11","hashtags/12","hashtags/13","hashtags/14","hashtags/15","hashtags/16","hashtags/17","hashtags/18","hashtags/19","hashtags/20","hashtags/21","hashtags/22","hashtags/23","hashtags/24","hashtags/25","hashtags/26","view_count","favorite_count","retweet_count","reply_count","created_at"
"1647812126378016769","1647812126378016769","Unlock the secrets of the life science industry with our Salary Survey! 

Get the latest compensation information for over 100 positions, including diagnostic, life science, and biotechnology. 

Discover base salary, bonus, and total compensation from accurate candidate data.","https://twitter.com/connexissearch/status/1647812126378016769",,,,,,,,,,,,,,,,,,,,,,,,,,,,"1237","3","0","0","2023-04-17T04:00:00.000Z"
"1647686373074251780","1647686373074251780","Dog having its own fun.. 😊 https://t.co/ZDYP4M5YOD","https://twitter.com/buitengebieden/status/1647686373074251780",,,,,,,,,,,,,,,,,,,,,,,,,,,,"1741732","52749","6327","260","2023-04-16T19:40:18.000Z"
"1640806002714095616","1640806002714095616","What are the best &amp; healthiest dogs foods for your special dog? Use our AI Search Tools to find out.","https://twitter.com/viavi_ai/status/1640806002714095616",,,,,,,,,,,,,,,,,,,,,,,,,,,,"121833","24","3","90","2023-03-28T20:00:10.000Z"
"1648393519759761421","1648393519759761421","By law all puppies must be chipped by the breeder BEFORE sale.  The new owner then needs the 11 digit number and to know which database has been used to change the chip details to his own.  This is already required by law in the UK  The fine is £500 https://t.co/ZSjFh7lb9p
#Dogs https://t.co/KCntoxFIGA","https://twitter.com/AdoptionsUk/status/1648393519759761421","Dogs",,,,,,,,,,,,,,,,,,,,,,,,,,,"987","38","33","1","2023-04-18T18:30:15.000Z"
"1648376427581169665","1648376427581169665","This will make you smile ☺️
#dogs https://t.co/4OjbGNfwHw","https://twitter.com/TheViditsharma/status/1648376427581169665","dogs",,,,,,,,,,,,,,,,,,,,,,,,,,,"997","98","23","6","2023-04-18T17:22:20.000Z"
"1648285563034963968","1648285563034963968","Soo cute 🔥🥰
#dogs https://t.co/18MGrTt4ct","https://twitter.com/Gold_enRetriver/status/1648285563034963968","dogs",,,,,,,,,,,,,,,,,,,,,,,,,,,"14904","1105","162","3","2023-04-18T11:21:16.000Z"
"1648273464938098688","1648273464938098688","""What did the Bera say to the Albert during their branch battle? 'Stick with me, buddy!"" 

#dogsoftwitter #dog #dogs https://t.co/5RccgHC4Ai","https://twitter.com/BertsLegacy/status/1648273464938098688","dogsoftwitter","dog","dogs",,,,,,,,,,,,,,,,,,,,,,,,,"19253","1547","96","33","2023-04-18T10:33:12.000Z"
"1648085293415661570","1648085293415661570","DON’T MISS OUT ON THE LATEST ANTHEM ON THE STREETS. DECLAN RICE IS OUT ON ALL PLATFORMS ❤️🙏🏿","https://twitter.com/Odumodublvck_/status/1648085293415661570",,,,,,,,,,,,,,,,,,,,,,,,,,,,"2230","3","0","0","2023-04-17T22:05:28.000Z"
"1648018189459005455","1648018189459005455","Annie found as a stray. She was found on the side of the highway. Call to Animal Control saying there was a dog on the side of the road. Possibly dumped. 

#52390203
Female
Juvenile 
Antalopian Shepherd Mix 

Russell Cnty-Phenix City AL 

#rescue #pitbull  #adopt #puppies #dogs https://t.co/zL38xl7kbM","https://twitter.com/carawil17888192/status/1648018189459005455","rescue","pitbull","adopt","puppies","dogs",,,,,,,,,,,,,,,,,,,,,,,"2838","240","305","14","2023-04-17T17:38:49.000Z"
"1648017989713924098","1648017989713924098","It breaks my heart to see people neglecting our homegrown Indian breed of dogs and opting for foreign breeds instead. Stray dogs also deserve love and care. Let's pledge to adopt and support our desi dogs. They are just as lovable and loyal as any other breed
#dogs https://t.co/qBblSbyioz","https://twitter.com/TheViditsharma/status/1648017989713924098","dogs",,,,,,,,,,,,,,,,,,,,,,,,,,,"157767","1754","374","160","2023-04-17T17:38:02.000Z"
"1647990047818547204","1647990047818547204","Cute Couple 💕😍😍 #germanshepherd #dogs #gsd #dogsoftwitter

Shop 👉 https://t.co/XVRHipyijV https://t.co/72SG4YTCZW","https://twitter.com/just_gsd/status/1647990047818547204","germanshepherd","dogs","gsd","dogsoftwitter",,,,,,,,,,,,,,,,,,,,,,,,"27981","1765","112","5","2023-04-17T15:47:00.000Z"
"1647913910035525635","1647913910035525635","Please retweet to help Coco and Max find a home together #LANCASHIRE #UK 

Bonded pair aged 5 and 8. Sadly their owner is too poorly to care for them.  They need a home with no other pets and where any children are older. 

DETAILS or APPLY👇
https://t.co/CnoD3x6NqH 
#dogs https://t.co/LG8ZgaeQyZ","https://twitter.com/AdoptionsUk/status/1647913910035525635","LANCASHIRE","UK","dogs",,,,,,,,,,,,,,,,,,,,,,,,,"13547","640","815","12","2023-04-17T10:44:27.000Z"
"1647229072945328129","1647229072945328129","Dogs Lover Merch
https://t.co/KiZaVqW3vY

#dogs https://t.co/G4pR5Okb3t","https://twitter.com/dogdistrictctr/status/1647229072945328129","dogs",,,,,,,,,,,,,,,,,,,,,,,,,,,"173780","8495","775","24","2023-04-15T13:23:09.000Z"
"1646265154622078976","1646265154622078976","Mum says I looks more like a fox 🦊 than a dog today, what do you fink?
#dogs https://t.co/7QffqXF7NH","https://twitter.com/The_Hepsta/status/1646265154622078976","dogs",,,,,,,,,,,,,,,,,,,,,,,,,,,"14521","1497","75","206","2023-04-12T21:32:53.000Z"
"1646173038415839232","1646173038415839232","Leo’s First Day at Home 🤓
#dogs https://t.co/jnGNbmDBXf","https://twitter.com/Gold_enRetriver/status/1646173038415839232","dogs",,,,,,,,,,,,,,,,,,,,,,,,,,,"59721","3516","270","11","2023-04-12T15:26:51.000Z"
"1646113050439864320","1646113050439864320","She's a typical Indian mother who initially hesitated in keeping a dog, but little did she know that the dog would become her lifeline. The unconditional love and companionship of a dog is truly a blessing
#dogs https://t.co/frcXdHwo5e","https://twitter.com/TheViditsharma/status/1646113050439864320","dogs",,,,,,,,,,,,,,,,,,,,,,,,,,,"81286","3866","346","77","2023-04-12T11:28:29.000Z"
"1646036144365404160","1646036144365404160","WAIT HOME GURL HAS LASHES

Dogs brain training
https://t.co/OqEuSPZRjs

#dogs https://t.co/CaMDoa7Ae6","https://twitter.com/doglovergift/status/1646036144365404160","dogs",,,,,,,,,,,,,,,,,,,,,,,,,,,"57937","2491","323","33","2023-04-12T06:22:53.000Z"
"1645924133828689921","1645924133828689921","Very hard day today!! Had to say bye to my best friend today!! Best dog ever!!❤️🥺 #GermanShepherd #germanshepherds #gsd #gsds #gsdlover #dog #dogs #dogsoftwitter https://t.co/FsQGwPGQwr","https://twitter.com/DogFamous24/status/1645924133828689921","GermanShepherd","germanshepherds","gsd","gsds","gsdlover","dog","dogs","dogsoftwitter",,,,,,,,,,,,,,,,,,,,"105964","7753","225","881","2023-04-11T22:57:47.000Z"
"1645560447100395521","1645560447100395521","🆘 BROOKLYN 💔 
Another overbred senior lady who came in stray to Downey #California ACC. 8 yo, 56 lb. Adores her handlers; OK with calm large #dogs 
#ADOPT or #FOSTER her ASAP - she's on the euth list 😲 info ⬇
#A5538602 https://t.co/uGMaWNBV7v","https://twitter.com/mapleveewesem/status/1645560447100395521","California","dogs","ADOPT","FOSTER","A5538602",,,,,,,,,,,,,,,,,,,,,,,"12472","394","567","53","2023-04-10T22:52:38.000Z"
"1645557338273906688","1645557338273906688","💔🆘💔 Only 1 in 5 adoptable #dogs who are on the Downey #California euth list &amp; are saved are actually adopted. Our shelters need more #SoCal #doglovers to #ADOPT directly from the shelters.
Simba - so handsome brindle #labrador mix. 2 yo, 90 lb. Good w/ all lg dogs
#A5466653 https://t.co/Ds1nEez9j0","https://twitter.com/mapleveewesem/status/1645557338273906688","dogs","California","SoCal","doglovers","ADOPT","labrador","A5466653",,,,,,,,,,,,,,,,,,,,,"4043","249","368","22","2023-04-10T22:40:17.000Z"
"1645269696961470464","1645269696961470464","PUPPY Attack...!!🤭
#dogs https://t.co/7uLXrGqeqX","https://twitter.com/Gold_enRetriver/status/1645269696961470464","dogs",,,,,,,,,,,,,,,,,,,,,,,,,,,"54048","2770","265","7","2023-04-10T03:37:18.000Z"
"1643403801011838977","1643403801011838977","Sonny's favorite playmate!","https://twitter.com/bradleyperrott/status/1643403801011838977",,,,,,,,,,,,,,,,,,,,,,,,,,,,"94935","19","4","2","2023-04-05T00:02:53.000Z"
"1648398766029041664","1648398766029041664","🚨BREAKING NEWS🚨
DOGS ARE STILL GOOD #NationalPetDay https://t.co/jAVu9RijA2","https://twitter.com/bunsenbernerbmd/status/1648398766029041664","NationalPetDay",,,,,,,,,,,,,,,,,,,,,,,,,,,,"2","0","0","2023-04-18T18:51:06.000Z"
"1648397953449742336","1648397953449742336","Rewatched this 1500 times today to hear hasbulla say “what up dog”

 https://t.co/fVK3V24aPI","https://twitter.com/HasbullaHive/status/1648397953449742336",,,,,,,,,,,,,,,,,,,,,,,,,,,,"10655","397","45","9","2023-04-18T18:47:52.000Z"
"1648396789933019136","1648396789933019136","Bullg t o yhn  R I Lood dog deserves Bullgood Cone  Bule 
#推特刷粉丝 #推特涨粉 https://t.co/24DXAPrnU8","https://twitter.com/NoniqHamnur/status/1648396789933019136","推特刷粉丝","推特涨粉",,,,,,,,,,,,,,,,,,,,,,,,,,"20","11","11","11","2023-04-18T18:43:15.000Z"
"1648396010643927040","1648396010643927040","HOURS LEFT, a beautiful girl whose family is homeless, now Dreamgirl #166718 is DELISTED in preparation to die in NYCACC. Great with kids AND CATS, she wants to be your one and only dog. 4 years old, she needs an urgent foster or adopter VA to ME. Let’s not allow them their next… https://t.co/7sm3fmQgwL","https://twitter.com/TomJumboGrumbo/status/1648396010643927040",,,,,,,,,,,,,,,,,,,,,,,,,,,,"293","17","24","2","2023-04-18T18:40:09.000Z"
"1648394910025011202","1648394910025011202","time for a little coffee break☕️

commission for @midori_wah! https://t.co/VMzuCpDv9F","https://twitter.com/BegemotTheDog/status/1648394910025011202",,,,,,,,,,,,,,,,,,,,,,,,,,,,"119","28","4","0","2023-04-18T18:35:46.000Z"
"1648393523069333504","1648393523069333504","Just another day in Joe’s America 🤦🏼‍♀️https://t.co/XMpNDd13z7","https://twitter.com/DogRightGirl/status/1648393523069333504",,,,,,,,,,,,,,,,,,,,,,,,,,,,"759","16","5","2","2023-04-18T18:30:16.000Z"
"1648385959833276416","1648385959833276416","Baseball dogs https://t.co/JXfO8g9ECI","https://twitter.com/ChefGruel/status/1648385959833276416",,,,,,,,,,,,,,,,,,,,,,,,,,,,"11509","501","45","53","2023-04-18T18:00:13.000Z"
"1648378880296730625","1648378880296730625","We are starting the Airdrop redistribution for our community!   

Didn’t expect that right?  

Check eligibility and claim $AIDOGE on the website: 🔗https://t.co/A4BWaiMRi3

#ElonMusk #Pepe #BabyDogeCoin #ETH $PEPE $AVAX #Optimism https://t.co/ivtYMffXNW","https://twitter.com/ArdDogsAi/status/1648378880296730625","ElonMusk","Pepe","BabyDogeCoin","ETH","Optimism",,,,,,,,,,,,,,,,,,,,,,,"3306","19581","19575","0","2023-04-18T17:32:05.000Z"
"1648376068200448015","1648376068200448015","We could all hear the voices of OBIdients very loudly on the Adamawa issue

They had no dog in the fight in Adamawa, but their voices resonated all through the attempted rape on our democracy

When I say OBIdients are the only voice of conscience left in Nigeria  I'm not mistaken","https://twitter.com/Esteembehemoth/status/1648376068200448015",,,,,,,,,,,,,,,,,,,,,,,,,,,,"8569","457","202","11","2023-04-18T17:20:54.000Z"
"1648361967021694977","1648361967021694977","Obidients have no dog in Adamawa; but their voices notch up against the rape of democracy. 
Says something about them that their adversaries will never admit: they are against smokes, mirrors, and Lai; and for the defence of truth. 
They're for God and country","https://twitter.com/AbdulMahmud01/status/1648361967021694977",,,,,,,,,,,,,,,,,,,,,,,,,,,,"42819","2077","1062","54","2023-04-18T16:24:52.000Z"
"1648360491629043713","1648360491629043713","David Earl Kingsley, 79, died today after a very drunk Las Vegas cop broke his neck in a 3-car crash cop caused. Cop got only 2 misdemeanor tickets.After the crash, cops confiscated Kingsley's beloved dog because she had unlicensed puppies!🥴Family can't get dog+puppies back.
1/2 https://t.co/dkfB3CoGZE","https://twitter.com/IncarcerNation/status/1648360491629043713",,,,,,,,,,,,,,,,,,,,,,,,,,,,"10399","394","177","11","2023-04-18T16:19:00.000Z"
"1648356142815256577","1648356142815256577","Dubbed ""Houdini"" for his miraculous escape, the first person to have escaped from Pretoria's C-Max prison. In just three days he single-handedly burgled 28 houses and poisoned 17 dogs.

Here is the Story of Ananias Mathe https://t.co/mDWFuQ6SKL","https://twitter.com/Am_Blujay/status/1648356142815256577",,,,,,,,,,,,,,,,,,,,,,,,,,,,"394527","2194","607","84","2023-04-18T16:01:44.000Z"
"1648350552332595200","1648350552332595200","Imagine thinking posting this is as a good idea😂😂

We know Hillary, you prefer pedos.","https://twitter.com/DogRightGirl/status/1648350552332595200",,,,,,,,,,,,,,,,,,,,,,,,,,,,"10706","242","67","40","2023-04-18T15:39:31.000Z"
"1648349654042697729","1648349654042697729","Took 2 months to catch Brad Pitt. He suffered neglect. He was just too fast and too scared of humans. 

Once we did finally sedate him and get him cut, fed, shelter and love he’s totally changed. 

I don’t even need a leash for him now. He trots back. Dogs just know 🥰 https://t.co/HQe5B07Hrg","https://twitter.com/NiallHarbison/status/1648349654042697729",,,,,,,,,,,,,,,,,,,,,,,,,,,,"65094","5763","296","99","2023-04-18T15:35:57.000Z"
"1648339948045496320","1648339948045496320","As Republicans declare war on Disney, I know whose side I'm on... https://t.co/THiLKOzo8v","https://twitter.com/HillaryClinton/status/1648339948045496320",,,,,,,,,,,,,,,,,,,,,,,,,,,,"1083039","20424","1799","4838","2023-04-18T14:57:22.000Z"
"1647812127002963969","1647812127002963969","Maximize your earning potential! Download our comprehensive Salary Survey for free and get access to accurate compensation information for over 100 positions in the life sciences and biotechnology industries. #SalarySurvey #CompensationInfo","https://twitter.com/connexissearch/status/1647812127002963969","SalarySurvey","CompensationInfo",,,,,,,,,,,,,,,,,,,,,,,,,,"3138","7","0","0","2023-04-17T04:00:00.000Z"
"1648395902116306946","1648395902116306946","Do you let your dog, sleep in bed with you? #dog #Dogsarefamily https://t.co/OMoopXtMZw","https://twitter.com/OFF_TopicKD/status/1648395902116306946","dog","Dogsarefamily",,,,,,,,,,,,,,,,,,,,,,,,,,"29","5","3","1","2023-04-18T18:39:43.000Z"
"1648361288396062726","1648361288396062726","Rate This Cuteness 10-100??😍😍
#Bulldogs #bulldoglover #bulldogsofinstagram #Bulldogpuppies #Dog https://t.co/Rurkb1Yuoj","https://twitter.com/bulldog2lovers/status/1648361288396062726","Bulldogs","bulldoglover","bulldogsofinstagram","Bulldogpuppies","Dog",,,,,,,,,,,,,,,,,,,,,,,"1099","91","7","10","2023-04-18T16:22:10.000Z"
"1648335875905064960","1648335875905064960","The struggle is real 😁
#corgi #puppies #dog https://t.co/Y4RgC0FWZ1","https://twitter.com/LisaNSanders1/status/1648335875905064960","corgi","puppies","dog",,,,,,,,,,,,,,,,,,,,,,,,,"1010","94","11","3","2023-04-18T14:41:12.000Z"
"1648309702248513537","1648309702248513537","Confused 😅😅
#Dachshund #dog #animal #puppydog https://t.co/5pSBSq9V0C","https://twitter.com/dachshun_LF_usa/status/1648309702248513537","Dachshund","dog","animal","puppydog",,,,,,,,,,,,,,,,,,,,,,,,"1906","132","16","2","2023-04-18T12:57:11.000Z"
"1647736614825889793","1647736614825889793","Some puppy is sleepy 🥱 (Odie) 
#Dog #dogs #Tatertotsquad https://t.co/WC4f14QaeD","https://twitter.com/chicathechih/status/1647736614825889793","Dog","dogs","Tatertotsquad",,,,,,,,,,,,,,,,,,,,,,,,,"4275","426","32","38","2023-04-16T22:59:57.000Z"
"1647661634071199746","1647661634071199746","sleepy puppy🤣🤣
#puppylove #Dog #goldenretriever https://t.co/xMLpwvXfYX","https://twitter.com/goldenloverzone/status/1647661634071199746","puppylove","Dog","goldenretriever",,,,,,,,,,,,,,,,,,,,,,,,,"37072","1578","118","5","2023-04-16T18:02:00.000Z"
"1647636352123703298","1647636352123703298","💙 I hope something makes you smile like this today! #dog https://t.co/wUGRGz0JwS","https://twitter.com/RebeccaTaylorAz/status/1647636352123703298","dog",,,,,,,,,,,,,,,,,,,,,,,,,,,"8988","282","26","38","2023-04-16T16:21:32.000Z"
"1647544886688731137","1647544886688731137","Life is like a camera - focus on the good, capture the beauty, and don't let jealousy ruin the shot. Unless it's your four-legged friend, then let them photobomb the scenery. 

#dogsoftwitter #Dog #dogs https://t.co/uNAcOxkkU6","https://twitter.com/BertsLegacy/status/1647544886688731137","dogsoftwitter","Dog","dogs",,,,,,,,,,,,,,,,,,,,,,,,,"34107","2677","172","36","2023-04-16T10:18:05.000Z"
"1647542810646835201","1647542810646835201","Amazing 🔥😊
#goldenretriever #dog https://t.co/rGhMy3dRod","https://twitter.com/Gold_enRetriver/status/1647542810646835201","goldenretriever","dog",,,,,,,,,,,,,,,,,,,,,,,,,,"19940","1685","141","6","2023-04-16T10:09:50.000Z"
"1647476330865520640","1647476330865520640","What a nice puppy bulldog...❤️
#dog #bulldog #puppies #doge
#Dogecoin #DogLover #DogLover https://t.co/KIZmCrzd9g","https://twitter.com/Rakibul67301511/status/1647476330865520640","dog","bulldog","puppies","doge","Dogecoin","DogLover","DogLover",,,,,,,,,,,,,,,,,,,,,"5786","387","37","9","2023-04-16T05:45:40.000Z"
"1647384104617537536","1647384104617537536","So fashionable!
#Dachshund #dogsoftwitter #Dog https://t.co/dHa7GdivEF","https://twitter.com/Alit_21/status/1647384104617537536","Dachshund","dogsoftwitter","Dog",,,,,,,,,,,,,,,,,,,,,,,,,"9122","681","51","4","2023-04-15T23:39:12.000Z"
"1646935184774668291","1646935184774668291","Do you love this cute bulldog..❤️
#dog #bulldog #Englishbulldog 
#doge #puppies #doglover #cute https://t.co/sly4UhgehL","https://twitter.com/Rakibul67301511/status/1646935184774668291","dog","bulldog","Englishbulldog","doge","puppies","doglover","cute",,,,,,,,,,,,,,,,,,,,,"4449","251","18","12","2023-04-14T17:55:21.000Z"
"1646618479578185729","1646618479578185729","Hi everyone today is my birthday nobody wish me yet ❤️❤️❤️ #germanshepherds #germanshepard #gsd #gsds #dog #dogs #dogsoftwitter https://t.co/BS2IMBEoFz","https://twitter.com/DogFamous24/status/1646618479578185729","germanshepherds","germanshepard","gsd","gsds","dog","dogs","dogsoftwitter",,,,,,,,,,,,,,,,,,,,,"41818","3516","144","374","2023-04-13T20:56:52.000Z"
"1646510917843292164","1646510917843292164","Magic.... Smile 😁🤣
#husky #huskytwitter #dog https://t.co/WooV17Lg6Z","https://twitter.com/HuskyLoverWorld/status/1646510917843292164","husky","huskytwitter","dog",,,,,,,,,,,,,,,,,,,,,,,,,"50511","2440","319","27","2023-04-13T13:49:28.000Z"
"1646200296677179395","1646200296677179395","""She did what?!"" 🙀 https://t.co/H32IeL8rGM","https://twitter.com/totwpetfood/status/1646200296677179395",,,,,,,,,,,,,,,,,,,,,,,,,,,,"34159","1254","62","8","2023-04-12T17:15:10.000Z"
"1645410772456206336","1645410772456206336","She wants to be just like her dad..
🐕‍🦺❤️
#husky #huskytwitter #dog https://t.co/FFGjVQszJP","https://twitter.com/HuskyLoverWorld/status/1645410772456206336","husky","huskytwitter","dog",,,,,,,,,,,,,,,,,,,,,,,,,"40487","1689","201","17","2023-04-10T12:57:53.000Z"
"1645037743729418241","1645037743729418241","Funny video... 😁🤪
#husky #huskytwitter #dog https://t.co/mlopm6VtJo","https://twitter.com/HuskyLoverWorld/status/1645037743729418241","husky","huskytwitter","dog",,,,,,,,,,,,,,,,,,,,,,,,,"47175","1341","225","21","2023-04-09T12:15:36.000Z"
"1644947390619582464","1644947390619582464","Whose a good #puppy #dog?
https://t.co/HmdbXw9uVv https://t.co/pLgawF9eFm","https://twitter.com/chichicrewshop/status/1644947390619582464","puppy","dog",,,,,,,,,,,,,,,,,,,,,,,,,,"109869","5187","489","35","2023-04-09T06:16:34.000Z"
"1648397390171217926","1648397390171217926","Sorry no space for anyone else!😂🐾🐾 #DogsofTwittter #dogs https://t.co/GvNh4G8Qve","https://twitter.com/BanditsBeagle/status/1648397390171217926","DogsofTwittter","dogs",,,,,,,,,,,,,,,,,,,,,,,,,,"94","9","1","0","2023-04-18T18:45:38.000Z"
"1648395061372002304","1648395061372002304","The most elegant paw ever given 😂😂 #dog #dogs https://t.co/fxAXIo1V1i","https://twitter.com/PierPets/status/1648395061372002304","dog","dogs",,,,,,,,,,,,,,,,,,,,,,,,,,"148","9","2","0","2023-04-18T18:36:22.000Z"
"1648391608641961985","1648391608641961985","Sammy, the pup I RT a couple weeks ago with same problems as Marty, went over 🌈 bridge. RIP Sammy. 💔                                      #Tuesday                                                    #Dogs https://t.co/IJGfeFnNrZ","https://twitter.com/COLLEENGROTTMOM/status/1648391608641961985","Tuesday","Dogs",,,,,,,,,,,,,,,,,,,,,,,,,,"299","50","5","11","2023-04-18T18:22:39.000Z"
